question,subjects
"전공은 어떻게 살릴 것인지, 영어로 자기소개, IT관련 수업 수강 여부",{}
기술적인 질문들이많았고 꼰대적인 질문도 다소있던걸로 기억함,{}
"회사의 인상, 현재의 비전, 취미활동",{}
"1차면접 : 다뤄본 장비, 전 회사이력, 프로젝트 경험 2차면접 : 고객사 대응 및 운영에 대한 부분을 어떻게 할꺼냐 잘 할수있냐",{}
인성에 대해서 많이 묻는다 여태까지 자신에 한 것에 대한 내용 앞으로 하고싶은거,{}
기대 연봉 보다 연봉이 낮을 경우 입사 하지 않을 것 인가? 언재 부터 출근 가능한가? 술 과 담배 여부와 취미는 무엇 인가?,{}
"운전면허와 운전경력이 있는지 물어보심(필수사항은 아님) 채용방식 케이스 면접 발표시기 30일 후 ""신입으로 들어갔기 때문에 기술력은 크게 중요치 않았음 팀에 잘 융화될 수 있는지가 중요했던 것 같음"" 합격 보통 도움이 돼요 1",{}
이직하는 이유는? 성격의 장단점은? 딱히 특별한질문은 하지 않았다,{}
"왜 지원하게 되었느냐, 전에 회사에서 무엇을 해봤느냐. 효성 아이티엑스에서 뭐를 할 것 같으냐.",{}
그냥 개인적인 질문과 업무관련해서 성격이나 여러가지에 대해 질문을 하긴하네요.,{}
본인이 업무를 진행하면서 힘들 었던 점과 이를 해결하기 위하여 무엇을 했는지,{}
출퇴근시간 업무경험 문제점예시 후 의견제시요청등 인사팀과 실무부서 각각 질문 다양,{}
관련 기술 사용유무 출퇴근시간,{}
"기술관련된 질문, 원론적인 질문이 많았음. 아는 내용인데도 좀 어려움",{}
프로젝트에대해 물어봤습니다 우리회사가 뭐하는 회사이고 무슨 일을 하는지 알고왔는가에 대해,{}
"업무 내용 관련, 출퇴근 거리, 근무체계 등",{}
"이전회사 업무, 이직하는 이유, 업무스킬 질문",{}
진행했던 프로젝트를 질문 몇가지 기술적인 부분 질문 관심분야 질문 등등,{}
Rdb와 nosql 차이는 무엇인가? 경험을 토대로 말해보시오,{}
"입사하면 맡고 싶은 업무, 희망 연봉 등 3년 전 일이라서 자세히 기억 안 남",{}
"별다르게 질문했던 내용은 없었던 걸로 기억하고 있다 ,,,,,,,, 채용방식 개인면접 ""그냥 일 잘할 수있냐고 물어보고 근무시간 이야기 하고 끝이었던거 같다"" 합격 보통 도움이 돼요 0",{}
전 직장에서 어려웠던 프로젝트를 어떻게 해결하였나요?,{}
그런거 없음. 면접관이 질문을 가장한 자기자랑을 막 함. 대충 들어주다 칭찬해주고 아는거 쿵짝맞춰주 면 좋아함 전에 했던 일에대해 좀 자세히 물어봄. 진짜 궁금해서 물어봄 ㅋㅋ,{}
"그다지 지억에 남는 질문은 없었습니다 무난무난 채용방식 개인면접 발표시기 1일 후 ""두팀의 개발 팀장님들과 면접을 봤습니다. 질문 난이도는 쉬운편이며 주로 자기가 개발 했건 결과물에 대한 설명입니다"" 합격 보통 도움이 돼요 0",{}
"가벼운 기술 질문과 복지, 회사에 대한 첫느낌 채용방식 그룹면접 발표시기 3일 후 ""4:1 면접 후 1:1 협의 진행 대체적으로 편한 분위기로 면접 볼 수 있게 배려해주심"" 합격 보통 도움이 돼요 0",{}
"그동안 했던 프로젝트에 관한 질문, 야근을 어떻게 생각하는지에 대한 질문, 스트레스 푸는 법에 대한 질문",{}
"이전 회사에서 했던 일에 대한 경험 위주라서 딱히 생각나는게 없습니다. 발표시기 30일 후 ""팀장과 일대일 면접을 보며 전에 했던 업무들을 물어봤습니다. 이전 경험 위주라서 어려운건 없었습니다"" 합격 보통 도움이 돼요 0",{}
"기술적인 질문들, 야근 해도 괜찮은지, 사람들과 잘 지내는지",{}
"워라밸에 대해 어떻게 생각하는지 , 문제 상황에 대해 어떻게 대처하는지",{}
기억이 남는 질문은 없고 다 평이한 질문들만 있었습니다,{}
"결혼했느냐, 어려웠던 개발경험은 뭐엿냐, NoSql 경험이 있느냐",{}
같이 일하기 좋은사람과 싫은사람이 있는가? 직장 퇴사 사유? 사람과의 갈등을 어떻게 해결했는가?,{}
이전회사에서 담당했던 업무와 그로인한 성과 물어봄 성실하게 답변함.,{}
면접자 중 몇몇은 역량이 부족하다는 생각이 들었다 트렌드에 뒤떨어지는느낌...그사람 퇴사하긴 했음,{}
어떤 개발을 해왔는지 입사 후에 어떤걸 해보고 싶은지?,{}
"직무관련 경험을 위주로 자세하게 물어본다. 야근 및 주말출근이 꽤 있는듯.. 발표시기 3일 후 ""직무면접과 컬쳐핏 면접을 연달아 본다. 시간이 2시간 걸려서 솔직히 좀 지침."" 불합격 보통 도움이 돼요 0",{}
"이직 이유, 자기소개, 현재까지 진행했던 프로젝트에서 맡은일은 무엇인지 ""이력서에 근거하여 필요한 것들 질문함,"" 합격 보통 도움이 돼요 0",{}
1. 이전직장에서 근무하면서 좋았던 점 2. 이전직장에서 근무하면서 안좋았던 점 3. 프로젝트를 진행하면서 어려웠던 점,{}
회사가 발전지향적이지 않다면 왜 본인이 발전 시키려는 생각을 안하냐는 질문을 하던데 그럼 제가 사 업하지 왜 거기서 그런 소리 듣고 있어요. 상식적으로 그걸 질문이라고 합니까.,{}
"기술적 문제에 대해 지원자에게 해답을 물어보았음, 지원자의 입사 의지가 어떻게 되는지 물어보았음, 워라밸을 신경쓰지 않아야 한다고 이야기 했음",{}
스프링에 대한 설명? 그리고 특정 상황이 발생할 경우 어떻게 할 지? 공부는 어떻게 하는지?,{}
상사가 너무 능력이 없어서 힘들다면 어떻게 대처 하시겠어요?,{}
대표님의 성향 얘기 및 야근에 대한 생각 물어봄,{}
- 이력서 위주의 질문 답변 - 다양한 경험 질문 답변,{}
"이력서 위주의 질문으로 프로젝트 설명, 사용언어 등등",{}
"인성, 개발능력, 비전을 질문하였고 대답하기 좋았음",{}
"코틀린, 지금 까지 하던업무를 주로 물어봤었습니다.",{}
1. 앞으로 이루고 싶은 꿈 2. 힘들었던 경험과 이에 대한 극복 과정 3. 프로젝트 경험,{}
경험이 없는 개발 기술이 필요한데 업무하는데 괜찮을지에 대한 질문,{}
사용중인 스킬에대해서 상세히 물어보았었고 처우관련해서 이야기를 한다하고 다른사람 들어온다더 니 다른사람 들어와서 끝났다고 가라고함,{}
혼자일하는게 좋은가? 같이일하는게 좋은가?,{}
서로 자기 소개 이야기하면서 편안한 분위기에 지원서를 바탕으로 이야기를 진핸하였습니다,{}
이직하려는 이유와 전회사에서 무엇을 하였는지 질문 하였음,{}
프로젝트 하면서 어려웠던 점 이걸 해결해 나간적 아무리 해도 못 해결 했을 땐 어찌했는지 직무에 관한 질문들이 많았습니다.,{}
대부분 경력 업무에 대한 질문 업무 외 질문은 없었음.,{}
기술적인 질문보다는 개발 태도에 대한 질문이 인상깊었음,{}
1. 소개를 해달라. 2. 이런 이런 상황에서 어떻게 할 것 같으냐. 3. 일정이 짧은데 어떻게 할 것 같으냐.,{}
"간단한 기술적 질문들, 퇴사 사유, 등등",{}
일하다가 욕먹을 수도 있는데 잘 참을수있나 그것을 털고 똑같이 그 사람과 아무렇지 않게 행동할 수 있 느냐,{}
프로젝트과정중에 가장 힘들었던 점이 무엇이였나를 주로 물어봤다,{}
웹 관련 질문이 많았고 스프링 관련해서 많이 질문 받았음,{}
야근 많이 하실텐데 괜찬을까요?이 질문이 기억에 남아요,{}
프로젝트 개발시 직접했는가 몇퍼센트 기여했는가 이런기술 사용할줄 아는가,{}
최근에 읽은 책을 물어보고 자소서릉 바탕으로 질문을 많이 했습니다,{}
"전직장에서 프로젝트에서 어떤역할을 했었는지에 대한 질문 발표시기 30일 후 ""면접제의가 와서 면접을 봤고 기술면접 난이도는 중하 수준"" 합격 보통 도움이 돼요 0",{}
수행 했던 프로젝트는 무엇이 있는지? 어려운 점은 무엇이 있었는지? 취미는 무엇이고 스트레스는 어떻게 해소하는지?,{}
"자기소개, 가장 최근에 읽었던 책, 프로젝트 경험 등등",{}
"1대1 면접이고 간단한 자기소개,이전 직장 퇴사사유, 이전 직장에서 업무 포지션",{}
딱히 면접에 있어서 기억에 남는 질문은 없었습니다 보통 면접에서 오고가는 질문이었습니다,{}
멘탈강하냐고 질문함. 대표가 성격이 급하고 욕을하는데 버틸수 있냐고 함,{}
면접관이 따라 다르지만 면접자를 까내리는 질문이 많고 압박면접이 심한것같음,{}
"프로젝트에 대한 질문, 어려운문제를 어떻게 이겨 냈는지 질문",{}
멘탈강한가요? 대표가 성격도 급하고 폭언 욕설도 하는데...,{}
기억에 남는 질문은 따로 없었습니다. 면접 과정 요약 내용이 전부.,{}
"최근에 하고 있는 프로젝트?, 개발관련 기술",{}
이력에 대해서 물어봤고 어려운걸 뭘 해봤는지 물어봤던거 같아요,{}
자기소개 이직사유 자신의 장.단점 입사후 어떻게 근무할것인가,{}
자신이 진행한 프로젝트에 대해서 매우 상세하게 질문을 진행함,{}
프로젝트에 대한 질문과 이전회사의 문화 질문과 앞으로 어떻게 근무한껀지 질문.,{}
이력서에 있는 내용들 위주로 물어보고 이거 해봤냐? 저거 해봤냐? 라고 물어봄. 특이한 질문은 없었음,{}
1. 이전 근무에서 힘들었던점 2. 야근에 대한 문의 3. 복지에 대한 문의,{}
"이전 직장에 대한 퇴사 이유 , 이전 직장에서 했던 주요 업무, 입사 시 부서와 희노애락을 같이 해야하는 데 가능한지",{}
"이전 경력에 대해 물어봄 해당 팀에서 사용 중인 기술에 대한 업무 경험 채용방식 그룹면접 발표시기 7일 후 ""잡코리아 입사 지원 후 당일 바로 연락이 와서 3일후 면접 진행함 여러 팀에서 면접을 보고 2차 면접까지 바로 진행"" 합격 보통 도움이 돼요 0",{}
"앞으로 어떤 하람이 되고 싶냐, 일할때 배우고 싶은건, 모르면 어떻게 하냐 채용방식 그룹면접 발표시기 30일 후 합격 보통 도움이 돼요 0",{}
10년차 이상에 해당하는 누구나 답할수있는 기본적인 개발질문을 한다.,{}
"먼저 자기소개 를 하고나서, 지금까지 해왔던 일 위주로 질문 받았습니다.",{}
이직이유는 무엇인가? 프로젝트의 경험 내용을 설명해달라,{}
"경력, 실무 관련 질문과 회사에 대한 소개가 주였습니다",{}
실무면접 위주로 진행 이 업무에대해 얼마나 아는지 스킬 위주로 진행,{}
딱히 어려웠던 질문은 없음. 일상적인 대화 방식임.,{}
이전 경력에 대한 질문 및 입사동기 등 물어봄,{}
자기소개와 이전 직장에서 했던 일(업무중심) 이직 하려는 이유,{}
"질문1. 여태까지의 경력 위주 질문 (구체적인 프로젝트 설명) 질문2. 개인적인 성격, 성향 질문 질문3. 이곳 업무설명 후, 할 수 있는지에 대한 질문",{}
이전회사 퇴사 이유는? 어떤 일을 했는지 실무 질문,{}
관심도 없으면서 열심히 물어봄 필요없는것들 열심히 적음,{}
사용했던 기술이 무엇인지? 얼마나 빨리 출근 할 수 있는지?,{}
개인 역량 강화 내용에 대해서 구체적으로. 성장 과정에 대한 내용,{}
우리회사에 알고왓냐 왜 여기 지원을 하게 되었냐 근무시간외에 일이 주어진다면 어떡할 것이냐,{}
자소서에 있는 내용에 있는 활동들에 대해서 묻는 질문이 많았다. 의지가 있어보이는 사람을 뽑는다함,{}
1차면접은 주로 경력사항 위주로 질문 어려운 내용은 물어보지 않고 어떤 기술을 써왔는지 물어봄 기존 회사 왜 그만두는지 물어봄,{}
이력서 및 자기소개서 위주로 질문. 인성 질문.,{}
이프로젝트때 뭐해보셨어요? 어떤 언어사용해보셨어요?,{}
"어려운 내용들 없었음. 지원동기, 1분자기소개, 기타 이력서 내용들.",{}
이 회사는 야생의 땅과 같습니다. 괜찮으시겠어요?,{}
IT기초적인 질문 경력사항의 질문 회사에 대한 업무 설명 이직사유,{}
경력직 채용임에도 개발언어의 기본 뜻을 질문 질문 수준이 다소 낮았다고 생각됨,{}
인성적인 질문을 위주로 하고 1차 2차 나뉘어서 봅니다.,{}
전직장 업무관련 어떤 업무 진행했는지 갈등이 있을때 어떻게 해결할지 등등,{}
"1, 경력 위주 자기 소개 2, 어떤 노력(혹은 공부) 를 하고 있는지 3. 기존 경력에 대한 디테일한 질문들 4. 현재 사업분야 ( 팀 업무 인듯함 ) 관련 상세한 질문들. 5. 근속 가능 여부 ( 기존 프리랜서 경험이 많아서 .. ) 6. 야근에 대한 생각. 7. 자기 게발에 대한 노력.. 8. 팀원간의 협업이 수월한지...",{}
그동안 진행했던 경력 위주의 질문. 개발하고 싶냐 PL하고 싶냐 등,{}
취미는 어떤게 있을까요 자신이 잘하는게 어떤게 있을까요,{}
"자기소개, 프로젝트 관련 질문 대부분",{}
주로 어떤걸 해보았는지 또 어떤걸 공부중인지 그리고 내일 당장 출근 가능한지ㅎ...,{}
